TestName, AverageSymbols, AverageGain, December17, Feburary18, Janurary18, March18, November17, October17, September17, SuccessPercent
MOM0/MACD3/BBANDS0.07/ADX45/, 12.86, 0.8847, 0.8889,, 0.7241, 0.9231, 1, 0.7586, 0.9, 0.7421
MOM0/MACD3/BBANDS0.07/ADX50/, 13.71, 0.8856, 0.8571,, 0.7333, 0.9231, 1, 0.7742, 0.9048, 0.741785714285714
MOM0/MACD3/BBANDS0.06/, 11.43, 0.8804, 0.85,, 0.75, 1, 0.5, 0.7917, 0.9444, 0.690871428571429
MOM0/MACD3/BBANDS0.05/, 8.71, 0.8783, 0.8235,, 0.7647, 1, 0.5, 0.8421, 1, 0.704328571428571
MOM0/MACD3/BBANDS0.04/, 5.86, 0.8735, 0.9167,, 0.75, 1, 0.5, 0.8667, 1, 0.719057142857143
RSI50/MACD3/BBANDS0.07/ADX20/, 1.71, 0.7392, 1,, 1, 1,, 0.5, 1, 0.642857142857143
RSI50/MACD3/BBANDS0.07/ADX25/, 3, 0.7344, 1,, 0.5556, 1,, 0.5, 1, 0.579371428571429
RSI50/MACD3/BBANDS0.07/ADX30/, 3.71, 0.7335, 1,, 0.5385, 1,, 0.5, 1, 0.576928571428571
RSI50/MACD3/BBANDS0.07/ADX35/, 4.29, 0.7339, 1,, 0.5, 1,, 0.6, 1, 0.585714285714286
RSI50/MACD3/BBANDS0.07/ADX40/, 5, 0.7299, 0.875,, 0.619, 1,, 0.5, 1, 0.570571428571429
RSI50/MACD3/BBANDS0.07/ADX45/, 5.14, 0.7295, 0.8889,, 0.619, 1,, 0.5, 1, 0.572557142857143
RSI50/MACD3/BBANDS0.07/ADX50/, 5.14, 0.7295, 0.8889,, 0.619, 1,, 0.5, 1, 0.572557142857143
RSI50/MACD3/BBANDS0.06/, 4, 0.7278, 0.8889,, 0.6471, 1,, 0.4, 1, 0.562285714285714
RSI50/MACD3/BBANDS0.05/, 2.71, 0.5696, 0.875,, 0.6923,,, 0.5, 1, 0.438185714285714
RSI50/MACD3/BBANDS0.04/, 2.14, 0.5697, 1,, 0.7778,,, 0.5, 1, 0.468257142857143
MACD3/BBANDS0.07/ADX20/, 6, 0.8675, 0.7333,, 0.8182, 1, 1, 0.4615, 1, 0.716142857142857
MACD3/BBANDS0.07/ADX25/, 12.14, 1.031, 0.8519, 1, 0.5484, 0.9412, 1, 0.5217, 0.9375, 0.828671428571429
MACD3/BBANDS0.07/ADX30/, 17.57, 1.0221, 0.7895, 1, 0.5435, 0.8571, 1, 0.6364, 0.8667, 0.813314285714286
MACD3/BBANDS0.04/, 12.29, 1.0101, 0.8182, 1, 0.7419, 1, 0.6667, 0.84, 0.9231, 0.8557
RSI50/MOM0/BBANDS0.07/ADX20/, 0.86, 0.5896, 1,, 1,,, 0.5, 1, 0.5
RSI50/MOM0/BBANDS0.07/ADX25/, 1.86, 0.7456, 1,, 1, 1,, 0.5, 1, 0.642857142857143
RSI50/MOM0/BBANDS0.07/ADX30/, 2, 0.7491, 1,, 0.8333, 1,, 0.5, 1, 0.619042857142857
RSI50/MOM0/BBANDS0.07/ADX35/, 2.43, 0.7458, 1,, 0.8333, 1,, 0.6, 1, 0.633328571428571
RSI50/MOM0/BBANDS0.07/ADX40/, 2.57, 0.7432, 0.8,, 0.8571, 1,, 0.6, 1, 0.608157142857143
RSI50/MOM0/BBANDS0.07/ADX45/, 2.57, 0.7432, 0.8,, 0.8571, 1,, 0.6, 1, 0.608157142857143
RSI50/MOM0/BBANDS0.07/ADX50/, 2.57, 0.7432, 0.8,, 0.8571, 1,, 0.6, 1, 0.608157142857143
RSI50/MOM0/BBANDS0.06/, 2, 0.7327, 0.8,, 1, 1,, 0.5, 1, 0.614285714285714
RSI50/MOM0/BBANDS0.05/, 1.57, 0.5739, 0.8,, 1,,, 0.5, 1, 0.471428571428571
RSI50/MOM0/BBANDS0.04/, 1.29, 0.5719, 1,, 1,,, 0.5, 1, 0.5
MOM0/BBANDS0.07/ADX20/, 2.71, 0.7225, 1,, 1, 1,, 0.3333, 1, 0.619042857142857
MOM0/BBANDS0.07/ADX25/, 5.29, 0.7323, 1,, 0.9231, 1,, 0.4, 1, 0.617585714285714
MOM0/BBANDS0.07/ADX30/, 7.57, 0.7326, 1,, 0.75, 0.8571,, 0.5714, 0.9286, 0.586728571428571
MOM0/BBANDS0.07/ADX35/, 9.71, 0.7346, 1,, 0.7391, 0.9,, 0.6842, 0.9444, 0.609671428571429
MOM0/BBANDS0.07/ADX40/, 12, 0.8843, 0.8824,, 0.7037, 0.9167, 1, 0.76, 0.9048, 0.738228571428571
MOM0/BBANDS0.07/ADX45/, 13, 0.8845, 0.8889,, 0.7241, 0.9231, 1, 0.7586, 0.9048, 0.742785714285714
MOM0/BBANDS0.07/ADX50/, 13.86, 0.8854, 0.8571,, 0.7333, 0.9231, 1, 0.7742, 0.9091, 0.7424
MOM0/BBANDS0.06/, 11.57, 0.8802, 0.85,, 0.75, 1, 0.5, 0.7917, 0.9474, 0.6913
MOM0/BBANDS0.05/, 8.86, 0.8779, 0.8235,, 0.7647, 1, 0.5, 0.8421, 1, 0.704328571428571
MOM0/BBANDS0.04/, 6, 0.8729, 0.9167,, 0.75, 1, 0.5, 0.8667, 1, 0.719057142857143
RSI50/BBANDS0.07/ADX20/, 1.71, 0.7392, 1,, 1, 1,, 0.5, 1, 0.642857142857143
RSI50/BBANDS0.07/ADX25/, 3.14, 0.7354, 1,, 0.6, 1,, 0.5, 1, 0.585714285714286
RSI50/BBANDS0.07/ADX30/, 4, 0.7352, 1,, 0.5714, 1,, 0.6, 1, 0.595914285714286
RSI50/BBANDS0.07/ADX35/, 4.57, 0.7351, 1,, 0.5294, 1,, 0.6667, 1, 0.599442857142857
RSI50/BBANDS0.07/ADX40/, 5.29, 0.7314, 0.875,, 0.6364, 1,, 0.5714, 1, 0.583257142857143
RSI50/BBANDS0.07/ADX45/, 5.43, 0.7309, 0.8889,, 0.6364, 1,, 0.5714, 1, 0.585242857142857
RSI50/BBANDS0.07/ADX50/, 5.43, 0.7309, 0.8889,, 0.6364, 1,, 0.5714, 1, 0.585242857142857
RSI50/BBANDS0.06/, 4.29, 0.7298, 0.8889,, 0.6667, 1,, 0.5, 1, 0.579371428571429
RSI50/BBANDS0.05/, 3, 0.5712, 0.875,, 0.7143,,, 0.6, 1, 0.455614285714286
RSI50/BBANDS0.04/, 2.43, 0.5716, 1,, 0.8,,, 0.6, 1, 0.485714285714286
BBANDS0.07/ADX20/, 6, 0.8675, 0.7333,, 0.8182, 1, 1, 0.4615, 1, 0.716142857142857
BBANDS0.07/ADX25/, 12.14, 1.031, 0.8519, 1, 0.5484, 0.9412, 1, 0.5217, 0.9375, 0.828671428571429
BBANDS0.07/ADX30/, 17.71, 1.0221, 0.7895, 1, 0.5532, 0.8571, 1, 0.6364, 0.8667, 0.8147
BBANDS0.04/, 12.43, 1.0099, 0.8182, 1, 0.7419, 1, 0.6667, 0.84, 0.9286, 0.856485714285714
RSI50/MOM0/MACD3/BOP0.07/ADX20/, 2, 0.8939, 1,, 1, 1, 1, 0.6667, 1, 0.809528571428571
RSI50/MOM0/MACD3/BOP0.07/ADX25/, 3.29, 1.0313, 1, 0, 0.8571, 1, 1, 0.6667, 1, 0.789114285714286
RSI50/MOM0/MACD3/BOP0.07/ADX30/, 4.43, 1.0303, 1, 0.5, 0.7273, 1, 1, 0.5, 1, 0.818185714285714
RSI50/MOM0/MACD3/BOP0.07/ADX35/, 4.86, 1.0293, 1, 0.5, 0.6923, 0.8889, 1, 0.6, 1, 0.8116
RSI50/MOM0/MACD3/BOP0.07/ADX40/, 5.14, 1.0269, 0.8889, 0.5, 0.7143, 0.8889, 1, 0.6, 1, 0.798871428571429
RSI50/MOM0/MACD3/BOP0.07/ADX45/, 5.57, 1.0274, 0.8889, 0.3333, 0.6875, 0.8889, 1, 0.7143, 1, 0.787557142857143
RSI50/MOM0/MACD3/BOP0.07/ADX50/, 5.57, 1.0274, 0.8889, 0.3333, 0.6875, 0.8889, 1, 0.7143, 1, 0.787557142857143
MOM0/MACD3/BOP0.07/ADX20/, 6.57, 1.0273, 1, 0.6667, 0.7222, 1, 1, 0.4444, 1, 0.833328571428571
MOM0/MACD3/BOP0.07/ADX25/, 10.71, 1.0163, 0.8333, 0.4, 0.7, 0.9091, 1, 0.4615, 0.96, 0.751985714285714
MOM0/MACD3/BOP0.07/ADX30/, 16.14, 1.0146, 0.7647, 0.5714, 0.6667, 0.8, 1, 0.5769, 0.9412, 0.760128571428572
RSI50/MACD3/BOP0.07/ADX20/, 3, 0.879, 1,, 0.8, 0.6, 1, 0.5, 1, 0.7
RSI50/MACD3/BOP0.07/ADX25/, 5.43, 1.0091, 1, 0, 0.6, 0.7273, 1, 0.3333, 0.9091, 0.652814285714286
RSI50/MACD3/BOP0.07/ADX30/, 8.29, 1.0181, 1, 0.5, 0.68, 0.7647, 1, 0.2857, 0.9333, 0.737671428571429
RSI50/MACD3/BOP0.07/ADX35/, 9.14, 1.0199, 1, 0.5, 0.6552, 0.7143, 1, 0.375, 0.9375, 0.740285714285714
RSI50/MACD3/BOP0.07/ADX40/, 10, 1.0158, 0.9231, 0.5, 0.6667, 0.7273, 1, 0.3333, 0.9375, 0.726842857142857
RSI50/MACD3/BOP0.07/ADX45/, 10.57, 1.0171, 0.9286, 0.3333, 0.6571, 0.7273, 1, 0.4545, 0.9375, 0.719757142857143
RSI50/MACD3/BOP0.07/ADX50/, 10.71, 1.018, 0.9286, 0.3333, 0.6571, 0.7273, 1, 0.5, 0.9375, 0.726257142857143
MACD3/BOP0.07/ADX20/, 10.71, 1.0167, 0.8125, 0.6667, 0.6957, 0.8333, 1, 0.4286, 0.963, 0.7714
MACD3/BOP0.07/ADX25/, 19.86, 1.0124, 0.7857, 0.4, 0.625, 0.871, 1, 0.4583, 0.9362, 0.725171428571429
MACD3/BOP0.07/ADX30/, 30.14, 1.0157, 0.7436, 0.5556, 0.6667, 0.7708, 1, 0.5526, 0.9242, 0.744785714285714
RSI50/MOM0/BOP0.07/ADX20/, 2, 0.8939, 1,, 1, 1, 1, 0.6667, 1, 0.809528571428571
RSI50/MOM0/BOP0.07/ADX25/, 3.29, 1.0313, 1, 0, 0.8571, 1, 1, 0.6667, 1, 0.789114285714286
RSI50/MOM0/BOP0.07/ADX30/, 4.43, 1.0303, 1, 0.5, 0.7273, 1, 1, 0.5, 1, 0.818185714285714
RSI50/MOM0/BOP0.07/ADX35/, 4.86, 1.0293, 1, 0.5, 0.6923, 0.8889, 1, 0.6, 1, 0.8116
RSI50/MOM0/BOP0.07/ADX40/, 5.14, 1.0269, 0.8889, 0.5, 0.7143, 0.8889, 1, 0.6, 1, 0.798871428571429
RSI50/MOM0/BOP0.07/ADX45/, 5.57, 1.0274, 0.8889, 0.3333, 0.6875, 0.8889, 1, 0.7143, 1, 0.787557142857143
RSI50/MOM0/BOP0.07/ADX50/, 5.57, 1.0274, 0.8889, 0.3333, 0.6875, 0.8889, 1, 0.7143, 1, 0.787557142857143
MOM0/BOP0.07/ADX20/, 6.57, 1.0273, 1, 0.6667, 0.7222, 1, 1, 0.4444, 1, 0.833328571428571
MOM0/BOP0.07/ADX25/, 10.71, 1.0163, 0.8333, 0.4, 0.7, 0.9091, 1, 0.4615, 0.96, 0.751985714285714
MOM0/BOP0.07/ADX30/, 16.14, 1.0146, 0.7647, 0.5714, 0.6667, 0.8, 1, 0.5769, 0.9412, 0.760128571428572
RSI50/BOP0.07/ADX20/, 3, 0.879, 1,, 0.8, 0.6, 1, 0.5, 1, 0.7
RSI50/BOP0.07/ADX25/, 5.43, 1.0091, 1, 0, 0.6, 0.7273, 1, 0.3333, 0.9091, 0.652814285714286
RSI50/BOP0.07/ADX30/, 8.29, 1.0181, 1, 0.5, 0.68, 0.7647, 1, 0.2857, 0.9333, 0.737671428571429
RSI50/BOP0.07/ADX35/, 9.14, 1.0199, 1, 0.5, 0.6552, 0.7143, 1, 0.375, 0.9375, 0.740285714285714
RSI50/BOP0.07/ADX40/, 10, 1.0158, 0.9231, 0.5, 0.6667, 0.7273, 1, 0.3333, 0.9375, 0.726842857142857
RSI50/BOP0.07/ADX45/, 10.57, 1.0171, 0.9286, 0.3333, 0.6571, 0.7273, 1, 0.4545, 0.9375, 0.719757142857143
RSI50/BOP0.07/ADX50/, 10.71, 1.018, 0.9286, 0.3333, 0.6571, 0.7273, 1, 0.5, 0.9375, 0.726257142857143
BOP0.07/ADX20/, 10.71, 1.0167, 0.8125, 0.6667, 0.6957, 0.8333, 1, 0.4286, 0.963, 0.7714
BOP0.07/ADX25/, 19.86, 1.0124, 0.7857, 0.4, 0.625, 0.871, 1, 0.4583, 0.9362, 0.725171428571429
BOP0.07/ADX30/, 30.14, 1.0157, 0.7436, 0.5556, 0.6667, 0.7708, 1, 0.5526, 0.9242, 0.744785714285714
RSI50/MOM0/MACD3/ADX20/, 2, 0.8894, 1,, 1, 1, 1, 0.3333, 1, 0.7619
RSI50/MOM0/MACD3/ADX25/, 3.71, 1.0263, 1, 0, 0.875, 1, 1, 0.375, 1, 0.75
RSI50/MOM0/MACD3/ADX30/, 4.86, 1.0277, 1, 0.5, 0.75, 1, 1, 0.3333, 1, 0.797614285714286
RSI50/MOM0/MACD3/ADX35/, 5.57, 1.0332, 1, 0.6667, 0.7143, 0.8889, 1, 0.4, 1, 0.809985714285714
RSI50/MOM0/MACD3/ADX40/, 5.86, 1.0312, 0.9, 0.6667, 0.7333, 0.8889, 1, 0.4, 1, 0.798414285714286
RSI50/MOM0/MACD3/ADX45/, 6.29, 1.0298, 0.9, 0.5, 0.7059, 0.8889, 1, 0.5, 1, 0.784971428571429
RSI50/MOM0/MACD3/ADX50/, 6.29, 1.0298, 0.9, 0.5, 0.7059, 0.8889, 1, 0.5, 1, 0.784971428571429
MOM0/MACD3/ADX20/, 6.57, 1.0257, 1, 0.6667, 0.7222, 1, 1, 0.3077, 1, 0.8138
MOM0/MACD3/ADX25/, 11.57, 1.0146, 0.8667, 0.4, 0.697, 0.9091, 1, 0.35, 0.96, 0.7404
MOM0/MACD3/ADX30/, 17.57, 1.0165, 0.8333, 0.5714, 0.6667, 0.8, 1, 0.4848, 0.9412, 0.756771428571429
RSI50/MACD3/ADX20/, 3.57, 0.883, 1,, 0.75, 0.6, 1, 0.375, 1, 0.675
RSI50/MACD3/ADX25/, 7, 1.0149, 1, 0, 0.6, 0.7273, 1, 0.3571, 0.9167, 0.6573
RSI50/MACD3/ADX30/, 10, 1.0227, 1, 0.5, 0.6452, 0.7647, 1, 0.3529, 0.9375, 0.7429
RSI50/MACD3/ADX35/, 11.57, 1.0307, 1, 0.6667, 0.6316, 0.7273, 1, 0.3684, 0.9444, 0.762628571428572
RSI50/MACD3/ADX40/, 13, 1.0284, 0.9412, 0.6667, 0.6591, 0.7391, 1, 0.381, 0.9474, 0.762071428571429
RSI50/MACD3/ADX45/, 13.57, 1.0258, 0.8947, 0.5, 0.6522, 0.7391, 1, 0.4348, 0.9474, 0.738314285714286
RSI50/MACD3/ADX50/, 13.71, 1.0262, 0.8947, 0.5, 0.6522, 0.7391, 1, 0.4583, 0.9474, 0.741671428571429
RSI50/MOM0/ADX20/, 2, 0.8894, 1,, 1, 1, 1, 0.3333, 1, 0.7619
RSI50/MOM0/ADX25/, 3.71, 1.0263, 1, 0, 0.875, 1, 1, 0.375, 1, 0.75
RSI50/MOM0/ADX30/, 4.86, 1.0277, 1, 0.5, 0.75, 1, 1, 0.3333, 1, 0.797614285714286
RSI50/MOM0/ADX35/, 5.57, 1.0332, 1, 0.6667, 0.7143, 0.8889, 1, 0.4, 1, 0.809985714285714
RSI50/MOM0/ADX40/, 5.86, 1.0312, 0.9, 0.6667, 0.7333, 0.8889, 1, 0.4, 1, 0.798414285714286
RSI50/MOM0/ADX45/, 6.29, 1.0298, 0.9, 0.5, 0.7059, 0.8889, 1, 0.5, 1, 0.784971428571429
RSI50/MOM0/ADX50/, 6.29, 1.0298, 0.9, 0.5, 0.7059, 0.8889, 1, 0.5, 1, 0.784971428571429
MOM0/ADX20/, 6.57, 1.0257, 1, 0.6667, 0.7222, 1, 1, 0.3077, 1, 0.8138
MOM0/ADX25/, 11.57, 1.0146, 0.8667, 0.4, 0.697, 0.9091, 1, 0.35, 0.96, 0.7404
MOM0/ADX30/, 17.57, 1.0165, 0.8333, 0.5714, 0.6667, 0.8, 1, 0.4848, 0.9412, 0.756771428571429
RSI50/ADX20/, 4.57, 1.0313, 1, 1, 0.7273, 0.6, 1, 0.4, 1, 0.818185714285714
RSI50/ADX25/, 9, 1.0194, 0.9286, 0.3333, 0.6538, 0.6923, 1, 0.3333, 0.9412, 0.6975
RSI50/ADX30/, 12.43, 1.0166, 0.8824, 0.5, 0.6757, 0.7143, 1, 0.3478, 0.9524, 0.724657142857143
RSI50/MOM0/MACD3/BOP0.07/BBANDS0.07/, 2.43, 0.7433, 0.8,, 0.8571, 1,, 1, 1, 0.6653
MOM0/MACD3/BOP0.07/BBANDS0.07/, 12.86, 0.8864, 0.8824,, 0.75, 0.9231, 1, 0.8636, 0.9048, 0.760557142857143
RSI50/MACD3/BOP0.07/BBANDS0.07/, 4.57, 0.7271, 0.875,, 0.6471, 1,, 0.6667, 1, 0.5984
MACD3/BOP0.07/BBANDS0.07/, 23.43, 1.0118, 0.7805, 1, 0.7188, 0.9231, 0.75, 0.8065, 0.9167, 0.842228571428571
RSI50/MOM0/BOP0.07/BBANDS0.07/, 2.43, 0.7433, 0.8,, 0.8571, 1,, 1, 1, 0.6653
MOM0/BOP0.07/BBANDS0.07/, 13, 0.8862, 0.8824,, 0.75, 0.9231, 1, 0.8636, 0.9091, 0.761171428571429
RSI50/BOP0.07/BBANDS0.07/, 4.57, 0.7271, 0.875,, 0.6471, 1,, 0.6667, 1, 0.5984
BOP0.07/BBANDS0.07/, 23.71, 1.0119, 0.7805, 1, 0.7188, 0.9231, 0.75, 0.8125, 0.9189, 0.8434
RSI50/MOM0/MACD3/BBANDS0.07/, 2.71, 0.7384, 0.8,, 0.8571, 1,, 0.6, 1, 0.608157142857143
MOM0/MACD3/BBANDS0.07/, 15, 0.8773, 0.8636,, 0.7353, 0.9231, 0.5, 0.7941, 0.913, 0.675585714285714
RSI50/MACD3/BBANDS0.07/, 5.29, 0.7273, 0.8889,, 0.619, 1,, 0.5, 1, 0.572557142857143
RSI50/MOM0/BBANDS0.07/, 2.71, 0.7384, 0.8,, 0.8571, 1,, 0.6, 1, 0.608157142857143
MOM0/BBANDS0.07/, 15.14, 0.8771, 0.8636,, 0.7353, 0.9231, 0.5, 0.7941, 0.9167, 0.676114285714286
RSI50/BBANDS0.07/, 5.57, 0.7288, 0.8889,, 0.6364, 1,, 0.5714, 1, 0.585242857142857
RSI50/MOM0/MACD3/BOP0.07/, 6, 1.0218, 0.9, 0.3333, 0.6875, 0.9, 1, 0.7143, 0.8571, 0.770314285714286
RSI50/MACD3/BOP0.07/, 11.29, 1.0154, 0.9333, 0.3333, 0.6571, 0.7083, 1, 0.5, 0.8947, 0.7181
RSI50/MOM0/BOP0.07/, 6, 1.0218, 0.9, 0.3333, 0.6875, 0.9, 1, 0.7143, 0.8571, 0.770314285714286
RSI50/BOP0.07/, 11.29, 1.0154, 0.9333, 0.3333, 0.6571, 0.7083, 1, 0.5, 0.8947, 0.7181
RSI50/MOM0/MACD3/, 6.71, 1.025, 0.9091, 0.5, 0.7059, 0.9, 1, 0.5, 0.875, 0.77
RSI50/MACD3/, 14.43, 1.0241, 0.9, 0.5, 0.6522, 0.72, 1, 0.48, 0.9091, 0.737328571428572
RSI50/MOM0/, 6.71, 1.025, 0.9091, 0.5, 0.7059, 0.9, 1, 0.5, 0.875, 0.77
RSI60/MOM0/MACD3/BOP0.05/ADX30/, 0.29, 0.2848, 0.5,,,,,, 0.5, 0.142857142857143
RSI60/MOM0/MACD3/BOP0.05/ADX35/, 0.43, 0.4258, 0.5,, 0.5,,,, 0.5, 0.214285714285714
RSI60/MOM0/MACD3/BOP0.05/ADX40/, 0.71, 0.5774, 0.5,, 0.6667,,, 1, 0.5, 0.380957142857143
RSI60/MOM0/MACD3/BOP0.05/ADX45/, 0.86, 0.5758, 0.6667,, 0.5,,, 1, 0.5, 0.380957142857143
RSI60/MOM0/MACD3/BOP0.05/ADX50/, 1, 0.5718, 0.75,, 0.5,,, 0.5, 0.5, 0.321428571428571
RSI60/MOM0/MACD3/BOP0.03/, 2.57, 0.5815, 0.75,, 0.4444,,, 0.8, 0.8, 0.3992
RSI60/MOM0/MACD3/BOP0.01/, 2.57, 0.5815, 0.75,, 0.4444,,, 0.8, 0.8, 0.3992
RSI60/MOM0/MACD3/BOP-0.01/, 2.57, 0.5815, 0.75,, 0.4444,,, 0.8, 0.8, 0.3992
RSI60/MOM0/MACD3/BOP-0.03/, 2.57, 0.5833, 0.75,, 0.4444,,, 1, 0.8, 0.427771428571429
RSI60/MOM0/MACD3/BOP-0.05/, 2.57, 0.5833, 0.75,, 0.4444,,, 1, 0.8, 0.427771428571429
RSI60/MOM0/MACD3/BOP-0.07/, 2.57, 0.5839, 0.75,, 0.5,,, 1, 0.8, 0.435714285714286
RSI60/MOM0/MACD2/, 3, 0.7064, 0.7778, 0, 0.5,,, 0.8333, 0.8, 0.415871428571429
RSI60/MOM0/MACD1/, 3, 0.7064, 0.7778, 0, 0.5,,, 0.8333, 0.8, 0.415871428571429
RSI60/MOM0/MACD0/, 1.29, 0.6012, 1,, 0.75,,, 1, 1, 0.535714285714286
MOM0/MACD3/BOP0.05/ADX30/, 9, 1.008, 0.5556, 0.5714, 0.6, 0.7692, 1, 0.4375, 0.95, 0.697671428571429
RSI60/MACD3/BOP0.05/ADX30/, 5.14, 0.8775, 0.375, 0, 0.9091, 1,, 0.8, 0.8571, 0.563028571428571
RSI60/MACD3/BOP0.05/ADX35/, 6, 0.8727, 0.3333, 0, 0.875, 1,, 0.8, 0.8571, 0.5522
RSI60/MACD3/BOP0.05/ADX40/, 6.57, 0.8697, 0.3, 0, 0.8421, 0.8333,, 0.8333, 0.8571, 0.523685714285714
RSI60/MACD3/BOP0.05/ADX45/, 7, 0.8704, 0.3636, 0, 0.8, 0.7857,, 0.8571, 0.8571, 0.523357142857143
RSI60/MACD3/BOP0.05/ADX50/, 7.14, 0.8686, 0.3846, 0, 0.8, 0.7333,, 0.75, 0.8571, 0.503571428571429
RSI60/MACD3/BOP0.03/, 12, 1.0184, 0.5556, 0.5, 0.7059, 0.7895, 1, 0.7333, 0.8947, 0.739857142857143
RSI60/MACD3/BOP0.01/, 11.71, 1.0179, 0.5769, 0.5, 0.697, 0.7895, 1, 0.7143, 0.8947, 0.738914285714286
RSI60/MACD3/BOP-0.01/, 11.57, 1.0183, 0.5769, 0.5, 0.697, 0.7895, 1, 0.7143, 0.8889, 0.738085714285714
RSI60/MACD3/BOP-0.03/, 11.29, 1.0238, 0.56, 1, 0.7188, 0.7895, 1, 0.8182, 0.8889, 0.825057142857143
RSI60/MACD3/BOP-0.05/, 10.57, 1.0253, 0.5652, 1, 0.7188, 0.7647, 1, 0.8, 0.9375, 0.8266
RSI60/MACD3/BOP-0.07/, 10.43, 1.0267, 0.5652, 1, 0.7586, 0.7647, 1, 0.8, 0.9375, 0.832285714285714
RSI60/MACD0/, 7.14, 0.8809, 0.6, 1, 0.8824, 0.875,, 0.625, 0.9286, 0.701571428571429
MACD3/BOP0.05/ADX30/, 17.86, 1.0147, 0.5789, 0.5, 0.7174, 0.7333, 1, 0.4583, 0.9318, 0.702814285714286
RSI60/MOM0/BOP0.05/ADX30/, 0.29, 0.2848, 0.5,,,,,, 0.5, 0.142857142857143
RSI60/MOM0/BOP0.05/ADX35/, 0.43, 0.4258, 0.5,, 0.5,,,, 0.5, 0.214285714285714
RSI60/MOM0/BOP0.05/ADX40/, 0.71, 0.5774, 0.5,, 0.6667,,, 1, 0.5, 0.380957142857143
RSI60/MOM0/BOP0.05/ADX45/, 0.86, 0.5758, 0.6667,, 0.5,,, 1, 0.5, 0.380957142857143
RSI60/MOM0/BOP0.05/ADX50/, 1, 0.5718, 0.75,, 0.5,,, 0.5, 0.5, 0.321428571428571
RSI60/MOM0/BOP0.03/, 2.57, 0.5815, 0.75,, 0.4444,,, 0.8, 0.8, 0.3992
RSI60/MOM0/BOP0.01/, 2.57, 0.5815, 0.75,, 0.4444,,, 0.8, 0.8, 0.3992
RSI60/MOM0/BOP-0.01/, 2.57, 0.5815, 0.75,, 0.4444,,, 0.8, 0.8, 0.3992
RSI60/MOM0/BOP-0.03/, 2.57, 0.5833, 0.75,, 0.4444,,, 1, 0.8, 0.427771428571429
RSI60/MOM0/BOP-0.05/, 2.57, 0.5833, 0.75,, 0.4444,,, 1, 0.8, 0.427771428571429
RSI60/MOM0/BOP-0.07/, 2.57, 0.5839, 0.75,, 0.5,,, 1, 0.8, 0.435714285714286
MOM0/BOP0.05/ADX30/, 9, 1.008, 0.5556, 0.5714, 0.6, 0.7692, 1, 0.4375, 0.95, 0.697671428571429
RSI60/BOP0.05/ADX30/, 5.14, 0.8775, 0.375, 0, 0.9091, 1,, 0.8, 0.8571, 0.563028571428571
RSI60/BOP0.05/ADX35/, 6.14, 0.8759, 0.3333, 0, 0.875, 1,, 0.8333, 0.8571, 0.556957142857143
RSI60/BOP0.05/ADX40/, 6.86, 0.872, 0.3, 0, 0.8421, 0.8462,, 0.8571, 0.8571, 0.528928571428571
RSI60/BOP0.05/ADX45/, 7.29, 0.8722, 0.3636, 0, 0.8, 0.8,, 0.875, 0.8571, 0.527957142857143
RSI60/BOP0.05/ADX50/, 7.43, 0.8704, 0.3846, 0, 0.8, 0.75,, 0.7778, 0.8571, 0.509928571428571
RSI60/BOP0.03/, 12.29, 1.0194, 0.5556, 0.5, 0.7059, 0.8, 1, 0.75, 0.8947, 0.743742857142857
RSI60/BOP0.01/, 11.86, 1.0191, 0.5769, 0.5, 0.697, 0.7895, 1, 0.7333, 0.8947, 0.741628571428571
RSI60/BOP-0.01/, 11.57, 1.0183, 0.5769, 0.5, 0.697, 0.7895, 1, 0.7143, 0.8889, 0.738085714285714
RSI60/BOP-0.03/, 11.29, 1.0238, 0.56, 1, 0.7188, 0.7895, 1, 0.8182, 0.8889, 0.825057142857143
RSI60/BOP-0.05/, 10.57, 1.0253, 0.5652, 1, 0.7188, 0.7647, 1, 0.8, 0.9375, 0.8266
RSI60/BOP-0.07/, 10.43, 1.0267, 0.5652, 1, 0.7586, 0.7647, 1, 0.8, 0.9375, 0.832285714285714
BOP0.05/ADX30/, 17.86, 1.0147, 0.5789, 0.5, 0.7174, 0.7333, 1, 0.4583, 0.9318, 0.702814285714286
RSI60/MOM0/MACD2/ADX30/, 0.43, 0.2856, 0.6667,,,,,, 0.5, 0.166671428571429
RSI60/MOM0/MACD2/ADX35/, 0.57, 0.4266, 0.6667,, 0.5,,,, 0.5, 0.2381
RSI60/MOM0/MACD2/ADX40/, 1, 0.7001, 0.6667, 0, 0.6667,,, 1, 0.5, 0.404771428571429
RSI60/MOM0/MACD2/ADX45/, 1.14, 0.6983, 0.75, 0, 0.5,,, 1, 0.5, 0.392857142857143
RSI60/MOM0/MACD2/ADX50/, 1.29, 0.6964, 0.8, 0, 0.5,,, 0.6667, 0.5, 0.352385714285714
MOM0/MACD2/ADX30/, 10.57, 1.0136, 0.75, 0.5714, 0.6071, 0.7692, 1, 0.375, 0.95, 0.717528571428572
RSI60/MOM0/MACD3/BOP0.07/ADX30/, 1, 0.5798, 0.6667,, 0.5,,, 1, 0.75, 0.416671428571429
RSI60/MOM0/MACD3/BOP0.07/ADX35/, 1.57, 0.586, 0.75,, 0.5,,, 1, 0.75, 0.428571428571429
