TestName, AverageSymbols, AverageGain, December17, Feburary18, Janurary18, March18, November17, October17, September17, SuccessPercent
RSI55/MOM0/BOP0.01/, 4, 0.8665, 0.6667, 0.6667, 0.625, 0.6,, 0.7143, 0.9167, 0.598485714285714
RSI55/MOM0/BOP-0.01/, 3.86, 0.8629, 0.6667, 0.6667, 0.625, 0.6,, 0.6667, 0.9167, 0.591685714285714
RSI55/MOM0/BOP-0.03/, 3.86, 0.8629, 0.6667, 0.6667, 0.625, 0.6,, 0.6667, 0.9167, 0.591685714285714
RSI55/MOM0/BOP-0.05/, 3.71, 0.8606, 0.6667, 0.5, 0.625, 0.6,, 0.6667, 0.9167, 0.567871428571429
RSI55/MOM0/BOP-0.07/, 3.71, 0.8606, 0.6667, 0.5, 0.625, 0.6,, 0.6667, 0.9167, 0.567871428571429
RSI55/MOM0/MACD3/BBANDS0.07/ADX20/, 0.29, 0.4306, 1,,,,, 0, 1, 0.285714285714286
RSI55/MOM0/MACD3/BBANDS0.07/ADX25/, 0.71, 0.5615, 1,, 0.5,,, 0, 1, 0.357142857142857
RSI55/MOM0/MACD3/BBANDS0.07/ADX30/, 0.86, 0.6976, 1,, 0.5, 0,, 0, 1, 0.357142857142857
RSI55/MOM0/MACD3/BBANDS0.07/ADX35/, 1.43, 0.7127, 1,, 0.6667, 0.5,, 0.5, 1, 0.523814285714286
RSI55/MOM0/MACD3/BBANDS0.07/ADX40/, 1.57, 0.712, 1,, 0.6667, 0.5,, 0.5, 0.8333, 0.5
RSI55/MOM0/MACD3/BBANDS0.07/ADX45/, 1.57, 0.712, 1,, 0.6667, 0.5,, 0.5, 0.8333, 0.5
RSI55/MOM0/MACD3/BBANDS0.07/ADX50/, 1.57, 0.712, 1,, 0.6667, 0.5,, 0.5, 0.8333, 0.5
RSI55/MOM0/MACD3/BBANDS0.06/, 1.14, 0.5743, 1,, 1,,, 0, 0.8333, 0.404757142857143
RSI55/MOM0/MACD3/BBANDS0.05/, 0.71, 0.4413, 1,, 1,,,, 1, 0.428571428571429
RSI55/MOM0/BBANDS0.07/ADX20/, 0.29, 0.4306, 1,,,,, 0, 1, 0.285714285714286
RSI55/MOM0/BBANDS0.07/ADX25/, 0.71, 0.5615, 1,, 0.5,,, 0, 1, 0.357142857142857
RSI55/MOM0/BBANDS0.07/ADX30/, 0.86, 0.6976, 1,, 0.5, 0,, 0, 1, 0.357142857142857
RSI55/MOM0/BBANDS0.07/ADX35/, 1.43, 0.7127, 1,, 0.6667, 0.5,, 0.5, 1, 0.523814285714286
RSI55/MOM0/BBANDS0.07/ADX40/, 1.57, 0.712, 1,, 0.6667, 0.5,, 0.5, 0.8333, 0.5
RSI55/MOM0/BBANDS0.07/ADX45/, 1.57, 0.712, 1,, 0.6667, 0.5,, 0.5, 0.8333, 0.5
RSI55/MOM0/BBANDS0.07/ADX50/, 1.57, 0.712, 1,, 0.6667, 0.5,, 0.5, 0.8333, 0.5
RSI55/MOM0/BBANDS0.06/, 1.14, 0.5743, 1,, 1,,, 0, 0.8333, 0.404757142857143
RSI55/MOM0/BBANDS0.05/, 0.71, 0.4413, 1,, 1,,,, 1, 0.428571428571429
RSI55/MOM0/MACD3/BOP0.07/ADX20/, 0.71, 0.4249, 1,, 0,,,, 1, 0.285714285714286
RSI55/MOM0/MACD3/BOP0.07/ADX25/, 1.14, 0.4245, 1,, 0.3333,,,, 1, 0.333328571428571
RSI55/MOM0/MACD3/BOP0.07/ADX30/, 2, 0.7024, 1,, 0.4, 0.3333,, 0.6667, 1, 0.485714285714286
RSI55/MOM0/MACD3/BOP0.07/ADX35/, 3.14, 0.7171, 1,, 0.5, 0.6,, 0.8, 1, 0.557142857142857
RSI55/MOM0/MACD3/BOP0.07/ADX40/, 3.29, 0.7159, 1,, 0.5, 0.6,, 0.8, 0.9167, 0.545242857142857
RSI55/MOM0/MACD3/BOP0.07/ADX45/, 3.43, 0.8576, 1, 0.5, 0.5, 0.6,, 0.8, 0.9167, 0.616671428571429
RSI55/MOM0/MACD3/BOP0.07/ADX50/, 3.57, 0.8579, 1, 0.5, 0.5714, 0.6,, 0.8, 0.9167, 0.626871428571429
RSI55/MOM0/BOP0.07/ADX20/, 0.71, 0.4249, 1,, 0,,,, 1, 0.285714285714286
RSI55/MOM0/BOP0.07/ADX25/, 1.14, 0.4245, 1,, 0.3333,,,, 1, 0.333328571428571
RSI55/MOM0/BOP0.07/ADX30/, 2, 0.7024, 1,, 0.4, 0.3333,, 0.6667, 1, 0.485714285714286
RSI55/MOM0/BOP0.07/ADX35/, 3.29, 0.721, 1,, 0.5, 0.6,, 0.8333, 1, 0.5619
RSI55/MOM0/BOP0.07/ADX40/, 3.43, 0.7198, 1,, 0.5, 0.6,, 0.8333, 0.9167, 0.55
RSI55/MOM0/BOP0.07/ADX45/, 3.57, 0.8616, 1, 0.5, 0.5, 0.6,, 0.8333, 0.9167, 0.621428571428571
RSI55/MOM0/BOP0.07/ADX50/, 3.71, 0.8619, 1, 0.5, 0.5714, 0.6,, 0.8333, 0.9167, 0.631628571428571
RSI55/MOM0/MACD3/ADX20/, 0.71, 0.5637, 1,, 0,,, 0, 1, 0.285714285714286
RSI55/MOM0/MACD3/ADX25/, 1.29, 0.5643, 1,, 0.4,,, 0, 1, 0.342857142857143
RSI55/MOM0/MACD3/ADX30/, 2.14, 0.7029, 1,, 0.4286, 0.3333,, 0.4, 1, 0.4517
RSI55/MOM0/MACD3/ADX35/, 3.29, 0.7153, 1,, 0.5, 0.6,, 0.5714, 1, 0.524485714285714
RSI55/MOM0/MACD3/ADX40/, 3.43, 0.714, 1,, 0.5, 0.6,, 0.5714, 0.9167, 0.512585714285714
RSI55/MOM0/MACD3/ADX45/, 3.57, 0.8558, 1, 0.5, 0.5, 0.6,, 0.5714, 0.9167, 0.584014285714286
RSI55/MOM0/MACD3/ADX50/, 3.71, 0.8562, 1, 0.5, 0.5556, 0.6,, 0.5714, 0.9167, 0.591957142857143
RSI55/MOM0/ADX20/, 0.71, 0.5637, 1,, 0,,, 0, 1, 0.285714285714286
RSI55/MOM0/ADX25/, 1.29, 0.5643, 1,, 0.4,,, 0, 1, 0.342857142857143
RSI55/MOM0/ADX30/, 2.14, 0.7029, 1,, 0.4286, 0.3333,, 0.4, 1, 0.4517
RSI55/MOM0/ADX35/, 3.43, 0.7183, 1,, 0.5, 0.6,, 0.625, 1, 0.532142857142857
RSI55/MOM0/ADX40/, 3.57, 0.7171, 1,, 0.5, 0.6,, 0.625, 0.9167, 0.520242857142857
RSI55/MOM0/ADX45/, 3.71, 0.8588, 1, 0.5, 0.5, 0.6,, 0.625, 0.9167, 0.591671428571429
RSI55/MOM0/ADX50/, 3.86, 0.8592, 1, 0.5, 0.5556, 0.6,, 0.625, 0.9167, 0.599614285714286
RSI55/MOM0/MACD3/BOP0.07/BBANDS0.07/, 1.57, 0.7164, 1,, 0.6667, 0.5,, 1, 0.8333, 0.571428571428571
RSI55/MOM0/BOP0.07/BBANDS0.07/, 1.57, 0.7164, 1,, 0.6667, 0.5,, 1, 0.8333, 0.571428571428571
RSI55/MOM0/MACD3/BBANDS0.07/, 1.57, 0.712, 1,, 0.6667, 0.5,, 0.5, 0.8333, 0.5
RSI55/MOM0/BBANDS0.07/, 1.57, 0.712, 1,, 0.6667, 0.5,, 0.5, 0.8333, 0.5
RSI55/MOM0/MACD3/BOP0.07/, 3.86, 0.8629, 0.6667, 0.6667, 0.625, 0.6,, 0.6667, 0.9167, 0.591685714285714
RSI55/MOM0/BOP0.07/, 4, 0.8665, 0.6667, 0.6667, 0.625, 0.6,, 0.7143, 0.9167, 0.598485714285714
RSI55/MOM0/MACD3/, 4, 0.8594, 0.6667, 0.5, 0.6, 0.6,, 0.5, 0.9167, 0.540485714285714
RSI55/MOM0/, 4.14, 0.8622, 0.6667, 0.5, 0.6, 0.6,, 0.5556, 0.9167, 0.548428571428571
RSI50/MOM0/MACD1/ADX25/, 0.29, 0.4306, 1,, 1,,, 0,, 0.285714285714286
RSI50/MOM0/MACD1/ADX30/, 0.29, 0.4306, 1,, 1,,, 0,, 0.285714285714286
RSI50/MOM0/MACD1/ADX35/, 0.43, 0.5908, 1, 1, 1,,, 0,, 0.428571428571429
RSI50/MOM0/MACD1/ADX40/, 0.43, 0.5908, 1, 1, 1,,, 0,, 0.428571428571429
RSI50/MOM0/MACD1/ADX45/, 0.43, 0.5908, 1, 1, 1,,, 0,, 0.428571428571429
RSI50/MOM0/MACD1/ADX50/, 0.43, 0.5908, 1, 1, 1,,, 0,, 0.428571428571429
RSI50/MACD1/ADX25/, 1.29, 0.5935, 1,, 0.6,,, 0.4, 1, 0.428571428571429
RSI50/MACD1/ADX30/, 1.43, 0.5941, 1,, 0.6,,, 0.4286, 1, 0.432657142857143
RSI50/MACD1/ADX35/, 2, 0.9032, 1, 1, 0.7143, 1,, 0.375, 1, 0.727042857142857
RSI50/MACD1/ADX40/, 2.29, 0.9023, 1, 1, 0.7143, 1,, 0.4444, 1, 0.736957142857143
RSI55/MACD3/BOP0.05/ADX35/, 5.57, 0.8607, 0.3333, 0, 0.8, 0.6364,, 0.5, 1, 0.4671
RSI55/MACD3/BOP0.05/ADX40/, 6, 0.8596, 0.3333, 0, 0.7647, 0.6,, 0.5, 1, 0.456857142857143
RSI55/MACD3/BOP0.05/ADX45/, 6.14, 0.8656, 0.3333, 0.3333, 0.7647, 0.6,, 0.5, 1, 0.504471428571429
RSI55/MACD3/BOP0.05/ADX50/, 6.43, 0.8657, 0.3333, 0.3333, 0.7778, 0.5625,, 0.5556, 1, 0.508928571428571
RSI55/BOP0.05/ADX35/, 5.71, 0.8641, 0.3333, 0, 0.8, 0.6364,, 0.5556, 1, 0.475042857142857
RSI55/BOP0.05/ADX40/, 6.14, 0.8629, 0.3333, 0, 0.7647, 0.6,, 0.5556, 1, 0.4648
RSI55/BOP0.05/ADX45/, 6.29, 0.8689, 0.3333, 0.3333, 0.7647, 0.6,, 0.5556, 1, 0.512414285714286
RSI55/BOP0.05/ADX50/, 6.57, 0.8685, 0.3333, 0.3333, 0.7778, 0.5625,, 0.6, 1, 0.515271428571429
RSI60/MACD3/BOP0.07/BBANDS0.05/, 2.29, 1.0183, 0.4, 1, 0.4444, 1, 1, 0.75, 1, 0.7992
RSI60/BOP0.07/BBANDS0.05/, 2.29, 1.0183, 0.4, 1, 0.4444, 1, 1, 0.75, 1, 0.7992
RSI60/MACD3/BOP0.07/BBANDS0.04/, 1.29, 1.0135, 0.6667, 1, 0, 1, 1, 0.6667, 1, 0.761914285714286
RSI60/MACD3/BOP0.07/BBANDS0.03/, 0.43, 0.7094, 0, 1, 0,,, 1, 1, 0.428571428571429
RSI60/BOP0.07/BBANDS0.04/, 1.29, 1.0135, 0.6667, 1, 0, 1, 1, 0.6667, 1, 0.761914285714286
RSI60/BOP0.07/BBANDS0.03/, 0.43, 0.7094, 0, 1, 0,,, 1, 1, 0.428571428571429
RSI60/MACD3/BBANDS0.03/, 1.14, 0.7102, 0, 1, 0.5,,, 1, 1, 0.5
RSI60/BBANDS0.03/, 1.14, 0.7102, 0, 1, 0.5,,, 1, 1, 0.5
RSI55/MOM0/MACD3/BOP0.05/ADX35/, 1.71, 0.7175, 1,, 0.3333, 0.6667,, 0.6667, 1, 0.523814285714286
RSI55/MOM0/MACD3/BOP0.05/ADX40/, 1.71, 0.7175, 1,, 0.3333, 0.6667,, 0.6667, 1, 0.523814285714286
RSI55/MOM0/MACD3/BOP0.05/ADX45/, 1.86, 0.8592, 1, 0.5, 0.3333, 0.6667,, 0.6667, 1, 0.595242857142857
RSI55/MOM0/MACD3/BOP0.05/ADX50/, 2, 0.8601, 1, 0.5, 0.5, 0.6667,, 0.6667, 1, 0.619057142857143
RSI55/MOM0/BOP0.05/ADX35/, 1.86, 0.7246, 1,, 0.3333, 0.6667,, 0.75, 1, 0.535714285714286
RSI55/MOM0/BOP0.05/ADX40/, 1.86, 0.7246, 1,, 0.3333, 0.6667,, 0.75, 1, 0.535714285714286
RSI55/MOM0/BOP0.05/ADX45/, 2, 0.8663, 1, 0.5, 0.3333, 0.6667,, 0.75, 1, 0.607142857142857
RSI55/MOM0/BOP0.05/ADX50/, 2.14, 0.8672, 1, 0.5, 0.5, 0.6667,, 0.75, 1, 0.630957142857143
RSI55/MOM0/MACD2/ADX35/, 1.86, 0.7171, 1,, 0.4, 0.6667,, 0.4, 1, 0.495242857142857
RSI55/MOM0/MACD2/ADX40/, 1.86, 0.7171, 1,, 0.4, 0.6667,, 0.4, 1, 0.495242857142857
RSI55/MOM0/MACD2/ADX45/, 2, 0.8588, 1, 0.5, 0.4, 0.6667,, 0.4, 1, 0.566671428571429
RSI55/MOM0/MACD2/ADX50/, 2.14, 0.8596, 1, 0.5, 0.5, 0.6667,, 0.4, 1, 0.580957142857143
RSI35/MACD2/BBANDS0.06/, 0.14, 0.1494, 1,,,,,,, 0.142857142857143
RSI35/MACD2/BBANDS0.05/, 0.14, 0.1494, 1,,,,,,, 0.142857142857143
RSI30/MACD2/BBANDS0.06/, 0.14, 0.1494, 1,,,,,,, 0.142857142857143
RSI30/MACD2/BBANDS0.05/, 0.14, 0.1494, 1,,,,,,, 0.142857142857143
RSI35/BBANDS0.06/, 0.43, 0.4324, 1,,, 1,, 1,, 0.428571428571429
RSI35/BBANDS0.05/, 0.43, 0.4324, 1,,, 1,, 1,, 0.428571428571429
RSI35/MACD3/BBANDS0.06/, 0.43, 0.4324, 1,,, 1,, 1,, 0.428571428571429
RSI35/MACD3/BBANDS0.05/, 0.43, 0.4324, 1,,, 1,, 1,, 0.428571428571429
RSI30/MACD3/BBANDS0.06/, 0.29, 0.3068, 1,, 1,,,,, 0.285714285714286
RSI30/MACD3/BBANDS0.05/, 0.14, 0.1494, 1,,,,,,, 0.142857142857143
RSI30/BBANDS0.06/, 0.29, 0.3068, 1,, 1,,,,, 0.285714285714286
RSI30/BBANDS0.05/, 0.14, 0.1494, 1,,,,,,, 0.142857142857143
RSI35/MACD2/BBANDS0.07/, 0.14, 0.1494, 1,,,,,,, 0.142857142857143
RSI30/MACD2/BBANDS0.07/, 0.14, 0.1494, 1,,,,,,, 0.142857142857143
RSI35/BBANDS0.07/, 0.71, 0.5823, 1,, 1, 1,, 1,, 0.571428571428571
RSI35/MACD3/BBANDS0.07/, 0.71, 0.5823, 1,, 1, 1,, 1,, 0.571428571428571
RSI30/MACD3/BBANDS0.07/, 0.29, 0.3068, 1,, 1,,,,, 0.285714285714286
RSI30/BBANDS0.07/, 0.29, 0.3068, 1,, 1,,,,, 0.285714285714286
RSI60/MOM0/MACD3/BOP0.07/BBANDS0.07/ADX50/, 1.57, 0.5898, 0.75,, 0.4,,, 1, 1, 0.45
RSI60/MOM0/BOP0.07/BBANDS0.07/ADX50/, 1.57, 0.5898, 0.75,, 0.4,,, 1, 1, 0.45
RSI60/MOM0/MACD3/BOP0.07/BBANDS0.07/, 1.57, 0.5898, 0.75,, 0.4,,, 1, 1, 0.45
RSI60/MOM0/BOP0.07/BBANDS0.07/, 1.57, 0.5898, 0.75,, 0.4,,, 1, 1, 0.45
RSI35/MACD3/BOP0.07/BBANDS0.07/ADX40/, 0.57, 0.5889, 1,, 1, 1,, 1,, 0.571428571428571
RSI35/MACD3/BOP0.07/BBANDS0.07/ADX45/, 0.57, 0.5889, 1,, 1, 1,, 1,, 0.571428571428571
RSI35/MACD3/BOP0.07/BBANDS0.07/ADX50/, 0.57, 0.5889, 1,, 1, 1,, 1,, 0.571428571428571
RSI35/BOP0.07/BBANDS0.07/ADX40/, 0.57, 0.5889, 1,, 1, 1,, 1,, 0.571428571428571
RSI35/BOP0.07/BBANDS0.07/ADX45/, 0.57, 0.5889, 1,, 1, 1,, 1,, 0.571428571428571
RSI35/BOP0.07/BBANDS0.07/ADX50/, 0.57, 0.5889, 1,, 1, 1,, 1,, 0.571428571428571
RSI35/MACD3/BBANDS0.07/ADX40/, 0.57, 0.5889, 1,, 1, 1,, 1,, 0.571428571428571
RSI35/MACD3/BBANDS0.07/ADX45/, 0.57, 0.5889, 1,, 1, 1,, 1,, 0.571428571428571
RSI35/MACD3/BBANDS0.07/ADX50/, 0.57, 0.5889, 1,, 1, 1,, 1,, 0.571428571428571
RSI35/BBANDS0.07/ADX40/, 0.57, 0.5889, 1,, 1, 1,, 1,, 0.571428571428571
RSI35/BBANDS0.07/ADX45/, 0.57, 0.5889, 1,, 1, 1,, 1,, 0.571428571428571
RSI35/BBANDS0.07/ADX50/, 0.57, 0.5889, 1,, 1, 1,, 1,, 0.571428571428571
RSI35/MACD3/BOP0.07/BBANDS0.07/, 0.57, 0.5889, 1,, 1, 1,, 1,, 0.571428571428571
RSI35/BOP0.07/BBANDS0.07/, 0.57, 0.5889, 1,, 1, 1,, 1,, 0.571428571428571
RSI60/MOM0/MACD3/BOP0.07/BBANDS0.06/, 1.14, 0.5984, 0.6667,, 0.5,,, 1, 1, 0.452385714285714
RSI60/MOM0/MACD3/BOP0.07/BBANDS0.05/, 0.86, 0.5953, 0.5,, 0.5,,, 1, 1, 0.428571428571429
RSI60/MOM0/BOP0.07/BBANDS0.06/, 1.14, 0.5984, 0.6667,, 0.5,,, 1, 1, 0.452385714285714
RSI60/MOM0/BOP0.07/BBANDS0.05/, 0.86, 0.5953, 0.5,, 0.5,,, 1, 1, 0.428571428571429
MOM0/MACD2/BBANDS0.03/, 0.71, 0.4163, 0,,,, 0, 0.8333,, 0.119042857142857
MOM0/MACD2/BBANDS0.02/, 0.14, 0.4089, 0,,,, 0, 0.5,, 0.0714285714285714
MACD2/BBANDS0.02/, 0.71, 0.8425, 0,, 1, 1, 0, 0.3333, 1, 0.476185714285714
RSI35/MACD3/BOP0.05/ADX30/, 0.86, 0.8588, 1, 1, 0, 1,, 1, 1, 0.714285714285714
RSI35/MACD3/BOP0.05/ADX35/, 1, 0.863, 1, 1, 0, 1,, 1, 1, 0.714285714285714
RSI35/BOP0.05/ADX30/, 0.86, 0.8588, 1, 1, 0, 1,, 1, 1, 0.714285714285714
RSI35/BOP0.05/ADX35/, 1, 0.863, 1, 1, 0, 1,, 1, 1, 0.714285714285714
RSI35/MACD2/ADX30/, 0.86, 0.8588, 1, 1, 0, 1,, 1, 1, 0.714285714285714
RSI35/MACD2/ADX35/, 1, 0.863, 1, 1, 0, 1,, 1, 1, 0.714285714285714
RSI35/MACD3/BOP0.07/ADX30/, 1, 0.8574, 1, 1, 0, 1,, 1, 1, 0.714285714285714
RSI35/MACD3/BOP0.07/ADX35/, 1.29, 0.8599, 1, 1, 0, 1,, 1, 1, 0.714285714285714
RSI35/BOP0.07/ADX30/, 1, 0.8574, 1, 1, 0, 1,, 1, 1, 0.714285714285714
RSI35/BOP0.07/ADX35/, 1.29, 0.8599, 1, 1, 0, 1,, 1, 1, 0.714285714285714
RSI35/MACD3/ADX30/, 1, 0.8574, 1, 1, 0, 1,, 1, 1, 0.714285714285714
RSI35/MACD3/ADX35/, 1.29, 0.8599, 1, 1, 0, 1,, 1, 1, 0.714285714285714
RSI35/ADX30/, 1.14, 0.8558, 1, 1, 0, 1,, 1, 1, 0.714285714285714
RSI35/ADX35/, 1.43, 0.855, 1, 1, 0, 1,, 0.75, 1, 0.678571428571429
RSI60/MOM0/MACD3/BOP0.07/BBANDS0.07/ADX25/, 0.43, 0.4535, 1,, 1,,,, 1, 0.428571428571429
RSI60/MOM0/MACD3/BOP0.07/BBANDS0.07/ADX30/, 0.71, 0.5975, 1,, 0.5,,, 1, 1, 0.5
RSI60/MOM0/MACD3/BOP0.07/BBANDS0.07/ADX35/, 1.14, 0.5979, 1,, 0.5,,, 1, 1, 0.5
RSI60/MOM0/MACD3/BOP0.07/BBANDS0.07/ADX40/, 1.14, 0.5968, 1,, 0.4,,, 1, 1, 0.485714285714286
RSI60/MOM0/MACD3/BOP0.07/BBANDS0.07/ADX45/, 1.14, 0.5968, 1,, 0.4,,, 1, 1, 0.485714285714286
RSI60/MOM0/BOP0.07/BBANDS0.07/ADX25/, 0.43, 0.4535, 1,, 1,,,, 1, 0.428571428571429
RSI60/MOM0/BOP0.07/BBANDS0.07/ADX30/, 0.71, 0.5975, 1,, 0.5,,, 1, 1, 0.5
RSI60/MOM0/BOP0.07/BBANDS0.07/ADX35/, 1.14, 0.5979, 1,, 0.5,,, 1, 1, 0.5
RSI60/MOM0/BOP0.07/BBANDS0.07/ADX40/, 1.14, 0.5968, 1,, 0.4,,, 1, 1, 0.485714285714286
RSI60/MOM0/BOP0.07/BBANDS0.07/ADX45/, 1.14, 0.5968, 1,, 0.4,,, 1, 1, 0.485714285714286
RSI60/MOM0/MACD3/BBANDS0.07/ADX25/, 0.43, 0.4535, 1,, 1,,,, 1, 0.428571428571429
RSI60/MOM0/BBANDS0.07/ADX25/, 0.43, 0.4535, 1,, 1,,,, 1, 0.428571428571429
RSI60/MOM0/MACD3/BOP0.07/ADX25/, 0.57, 0.4506, 1,, 1,,,, 0.6667, 0.380957142857143
RSI60/MOM0/BOP0.07/ADX25/, 0.57, 0.4506, 1,, 1,,,, 0.6667, 0.380957142857143
RSI60/MOM0/MACD3/ADX25/, 0.57, 0.4506, 1,, 1,,,, 0.6667, 0.380957142857143
RSI60/MOM0/ADX25/, 0.57, 0.4506, 1,, 1,,,, 0.6667, 0.380957142857143
RSI55/MACD3/BOP0.05/ADX20/, 1.14, 0.6991, 0,, 0, 0.6667,, 0, 1, 0.2381
RSI55/MACD3/BOP0.05/ADX25/, 2.43, 0.7132, 0,, 0.6667, 0.6667,, 0.25, 1, 0.369057142857143
RSI55/MACD3/BOP0.05/ADX30/, 4.57, 0.8558, 0, 0, 0.7857, 0.625,, 0.5, 1, 0.415814285714286
RSI55/BOP0.05/ADX20/, 1.14, 0.6991, 0,, 0, 0.6667,, 0, 1, 0.2381
RSI55/BOP0.05/ADX25/, 2.43, 0.7132, 0,, 0.6667, 0.6667,, 0.25, 1, 0.369057142857143
RSI55/BOP0.05/ADX30/, 4.57, 0.8558, 0, 0, 0.7857, 0.625,, 0.5, 1, 0.415814285714286
RSI50/MACD1/ADX20/, 0.57, 0.4423, 1,, 0.6667,,, 0.3333,, 0.285714285714286
RSI50/MACD-1/, 0.71, 0.5684, 1,, 0.6667,,, 0.5, 0.5, 0.380957142857143
RSI40/MOM0/MACD-1/, 1, 0.7607, 1,, 1, 1,, 0.6667, 1, 0.666671428571429
RSI40/MACD-1/, 1.29, 0.7592, 1,, 1, 1,, 0.6667, 1, 0.666671428571429
RSI40/MOM0/MACD3/BOP0.05/ADX20/, 1, 0.8636, 1, 0, 0.6, 1,, 0, 1, 0.514285714285714
RSI40/MACD3/BOP0.05/ADX20/, 1.14, 0.868, 1, 0, 0.6, 1,, 0, 1, 0.514285714285714
RSI40/MOM0/BOP0.05/ADX20/, 1, 0.8636, 1, 0, 0.6, 1,, 0, 1, 0.514285714285714
RSI40/BOP0.05/ADX20/, 1.14, 0.868, 1, 0, 0.6, 1,, 0, 1, 0.514285714285714
RSI40/MOM0/MACD2/ADX20/, 1, 0.8636, 1, 0, 0.6, 1,, 0, 1, 0.514285714285714
RSI40/MACD2/ADX20/, 1.14, 0.868, 1, 0, 0.6, 1,, 0, 1, 0.514285714285714
RSI40/MOM0/MACD3/BOP0.07/ADX20/, 1.43, 0.8598, 1, 0, 0.7143, 1,, 0, 1, 0.530614285714286
RSI40/MACD3/BOP0.07/ADX20/, 1.57, 0.8641, 1, 0, 0.7143, 1,, 0, 1, 0.530614285714286
RSI40/MOM0/BOP0.07/ADX20/, 1.43, 0.8598, 1, 0, 0.7143, 1,, 0, 1, 0.530614285714286
RSI40/BOP0.07/ADX20/, 1.57, 0.8641, 1, 0, 0.7143, 1,, 0, 1, 0.530614285714286
RSI40/MOM0/MACD3/ADX20/, 1.43, 0.8598, 1, 0, 0.7143, 1,, 0, 1, 0.530614285714286
RSI40/MACD3/ADX20/, 1.57, 0.8641, 1, 0, 0.7143, 1,, 0, 1, 0.530614285714286
RSI40/MOM0/ADX20/, 1.43, 0.8598, 1, 0, 0.7143, 1,, 0, 1, 0.530614285714286
RSI40/ADX20/, 1.71, 0.8667, 1, 0.5, 0.625, 1,, 0, 1, 0.589285714285714
RSI60/MOM0/MACD3/BOP0.07/BBANDS0.04/, 0.43, 0.4364, 1,, 0,,,, 1, 0.285714285714286
RSI60/MOM0/BOP0.07/BBANDS0.04/, 0.43, 0.4364, 1,, 0,,,, 1, 0.285714285714286
Default, 108.14, 1.013, 0.6698, 0.4483, 0.6718, 0.7297, 0.7619, 0.7063, 0.8373, 0.6893
RSI60/MOM0/MACD1/ADX40/, 0, 0.124,, 0,,,,,, 0
RSI60/MOM0/MACD1/ADX45/, 0, 0.124,, 0,,,,,, 0
RSI60/MOM0/MACD1/ADX50/, 0, 0.124,, 0,,,,,, 0
RSI35/MOM0/MACD3/BOP0.05/ADX35/, 0.86, 0.7193,, 1, 0, 1,, 1, 1, 0.571428571428571
RSI35/MOM0/MACD-1/, 0.43, 0.5698,, 0.5, 0, 0.5,,, 1, 0.285714285714286
RSI35/MOM0/MACD-2/, 0.14, 0.1433,, 0.5,,,,,, 0.0714285714285714
MOM0/MACD-2/, 1.57, 0.5948,, 0.5, 1,,, 0.75, 0.75, 0.428571428571429
RSI35/MACD-1/, 0.43, 0.5698,, 0.5, 0, 0.5,,, 1, 0.285714285714286
RSI35/MACD-2/, 0.14, 0.1433,, 0.5,,,,,, 0.0714285714285714
MACD-2/, 1.57, 0.5948,, 0.5, 1,,, 0.75, 0.75, 0.428571428571429
RSI35/MOM0/BOP0.05/ADX35/, 0.86, 0.7193,, 1, 0, 1,, 1, 1, 0.571428571428571
RSI35/MOM0/MACD2/ADX35/, 0.86, 0.7193,, 1, 0, 1,, 1, 1, 0.571428571428571
RSI35/MOM0/MACD3/BOP0.07/ADX35/, 1.14, 0.7161,, 1, 0, 1,, 1, 1, 0.571428571428571
RSI35/MOM0/BOP0.07/ADX35/, 1.14, 0.7161,, 1, 0, 1,, 1, 1, 0.571428571428571
RSI35/MOM0/MACD3/ADX35/, 1.14, 0.7161,, 1, 0, 1,, 1, 1, 0.571428571428571
RSI35/MOM0/ADX35/, 1.14, 0.7161,, 1, 0, 1,, 1, 1, 0.571428571428571
RSI45/MOM0/MACD3/BOP0.05/ADX20/, 0.86, 0.6001,, 1, 0.6667,,, 0.5, 1, 0.452385714285714
RSI45/MACD3/BOP0.05/ADX20/, 1.14, 0.7288,, 1, 0.6667, 0,, 0.3333, 1, 0.428571428571429
RSI45/MOM0/BOP0.05/ADX20/, 0.86, 0.6001,, 1, 0.6667,,, 0.5, 1, 0.452385714285714
RSI45/BOP0.05/ADX20/, 1.14, 0.7288,, 1, 0.6667, 0,, 0.3333, 1, 0.428571428571429
RSI45/MOM0/MACD2/ADX20/, 0.86, 0.6001,, 1, 0.6667,,, 0.5, 1, 0.452385714285714
RSI45/MACD2/ADX20/, 1.14, 0.7288,, 1, 0.6667, 0,, 0.3333, 1, 0.428571428571429
RSI35/MOM0/MACD3/BOP0.05/ADX20/, 0.14, 0.2797,, 1, 0,,,,, 0.142857142857143
RSI35/MOM0/MACD3/BOP0.05/ADX25/, 0.57, 0.5713,, 1, 0, 1,,, 1, 0.428571428571429
RSI35/MOM0/MACD3/BOP0.05/ADX30/, 0.71, 0.7151,, 1, 0, 1,, 1, 1, 0.571428571428571
RSI35/MACD3/BOP0.05/ADX20/, 0.14, 0.2797,, 1, 0,,,,, 0.142857142857143
RSI35/MACD3/BOP0.05/ADX25/, 0.57, 0.5713,, 1, 0, 1,,, 1, 0.428571428571429
RSI35/MOM0/BOP0.05/ADX20/, 0.14, 0.2797,, 1, 0,,,,, 0.142857142857143
